work,workLabel,relation,date,language,languageLabel,country,countryLabel,place,placeLabel,lat,lon,origWork,origTitle
http://www.wikidata.org/entity/Q105943663,"Hamlet, królewicz duński",edition_or_translation_of,1984-01-01T00:00:00Z,http://www.wikidata.org/entity/Q809,Polish,http://www.wikidata.org/entity/Q36,Poland,http://www.wikidata.org/entity/Q270,Warsaw,52.23,21.011111111,http://www.wikidata.org/entity/Q41567,Hamlet
http://www.wikidata.org/entity/Q105943600,Hamlet,edition_or_translation_of,1925-01-01T00:00:00Z,http://www.wikidata.org/entity/Q809,Polish,http://www.wikidata.org/entity/Q36,Poland,http://www.wikidata.org/entity/Q31487,Kraków,50.061388888,19.937222222,http://www.wikidata.org/entity/Q41567,Hamlet
http://www.wikidata.org/entity/Q105943612,Hamlet,edition_or_translation_of,1875-01-01T00:00:00Z,http://www.wikidata.org/entity/Q809,Polish,,,http://www.wikidata.org/entity/Q270,Warsaw,52.23,21.011111111,http://www.wikidata.org/entity/Q41567,Hamlet
http://www.wikidata.org/entity/Q105943691,"Hamlet, królewicz duński",edition_or_translation_of,1997-01-01T00:00:00Z,http://www.wikidata.org/entity/Q809,Polish,http://www.wikidata.org/entity/Q36,Poland,http://www.wikidata.org/entity/Q270,Warsaw,52.23,21.011111111,http://www.wikidata.org/entity/Q41567,Hamlet
http://www.wikidata.org/entity/Q106568035,Love's Labour's Lost,edition_or_translation_of,1925-04-01T00:00:00Z,http://www.wikidata.org/entity/Q1860,English,,,http://www.wikidata.org/entity/Q49145,New Haven,41.308333333,-72.925,http://www.wikidata.org/entity/Q128610,Love's Labour's Lost
http://www.wikidata.org/entity/Q105943637,Hamlet,edition_or_translation_of,1963-01-01T00:00:00Z,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q36,Poland,http://www.wikidata.org/entity/Q1799,Wrocław,51.11,17.0325,http://www.wikidata.org/entity/Q41567,Hamlet
http://www.wikidata.org/entity/Q19113033,The Tragedy of Julius Caesar,edition_or_translation_of,1908-01-01T00:00:00Z,http://www.wikidata.org/entity/Q1860,English,,,http://www.wikidata.org/entity/Q866347,Bishopbriggs,55.9046,-4.225,http://www.wikidata.org/entity/Q215750,Julius Caesar
http://www.wikidata.org/entity/Q105943635,"Hamlet, królewic duński",edition_or_translation_of,1935-01-01T00:00:00Z,http://www.wikidata.org/entity/Q809,Polish,http://www.wikidata.org/entity/Q36,Poland,http://www.wikidata.org/entity/Q270,Warsaw,52.23,21.011111111,http://www.wikidata.org/entity/Q41567,Hamlet
http://www.wikidata.org/entity/Q105724282,Coriolà,edition_or_translation_of,1918-01-01T00:00:00Z,http://www.wikidata.org/entity/Q7026,Catalan,,,http://www.wikidata.org/entity/Q1492,Barcelona,41.3825,2.176944444,http://www.wikidata.org/entity/Q463126,Coriolanus
http://www.wikidata.org/entity/Q107249278,Beaucoup de bruit pour rien,edition_or_translation_of,1864-01-01T00:00:00Z,http://www.wikidata.org/entity/Q150,French,,,http://www.wikidata.org/entity/Q90,Paris,48.856666666,2.352222222,http://www.wikidata.org/entity/Q130851,Much Ado About Nothing
http://www.wikidata.org/entity/Q19113033,The Tragedy of Julius Caesar,edition_or_translation_of,1908-01-01T00:00:00Z,http://www.wikidata.org/entity/Q1860,English,,,http://www.wikidata.org/entity/Q1156,Mumbai,19.075833333,72.8775,http://www.wikidata.org/entity/Q215750,Julius Caesar
http://www.wikidata.org/entity/Q105943693,"Hamlet, królewicz duński",edition_or_translation_of,1997-01-01T00:00:00Z,http://www.wikidata.org/entity/Q809,Polish,http://www.wikidata.org/entity/Q36,Poland,http://www.wikidata.org/entity/Q1799,Wrocław,51.11,17.0325,http://www.wikidata.org/entity/Q41567,Hamlet
http://www.wikidata.org/entity/Q105943673,Hamlet,edition_or_translation_of,1987-01-01T00:00:00Z,http://www.wikidata.org/entity/Q809,Polish,http://www.wikidata.org/entity/Q36,Poland,http://www.wikidata.org/entity/Q31487,Kraków,50.061388888,19.937222222,http://www.wikidata.org/entity/Q41567,Hamlet
http://www.wikidata.org/entity/Q105943615,Hamlet,edition_or_translation_of,1877-01-01T00:00:00Z,http://www.wikidata.org/entity/Q809,Polish,,,http://www.wikidata.org/entity/Q270,Warsaw,52.23,21.011111111,http://www.wikidata.org/entity/Q41567,Hamlet
http://www.wikidata.org/entity/Q105943596,Hamlet królewicz duński,edition_or_translation_of,1961-01-01T00:00:00Z,http://www.wikidata.org/entity/Q809,Polish,http://www.wikidata.org/entity/Q36,Poland,http://www.wikidata.org/entity/Q270,Warsaw,52.23,21.011111111,http://www.wikidata.org/entity/Q41567,Hamlet
http://www.wikidata.org/entity/Q19132385,Q19132385,edition_or_translation_of,1920-01-01T00:00:00Z,http://www.wikidata.org/entity/Q150,French,,,http://www.wikidata.org/entity/Q90,Paris,48.856666666,2.352222222,http://www.wikidata.org/entity/Q606830,Antony and Cleopatra
http://www.wikidata.org/entity/Q105943626,Hamlet,edition_or_translation_of,1954-01-01T00:00:00Z,http://www.wikidata.org/entity/Q809,Polish,http://www.wikidata.org/entity/Q36,Poland,http://www.wikidata.org/entity/Q270,Warsaw,52.23,21.011111111,http://www.wikidata.org/entity/Q41567,Hamlet
http://www.wikidata.org/entity/Q107286503,Miarka za miarkę,edition_or_translation_of,1895-01-01T00:00:00Z,http://www.wikidata.org/entity/Q809,Polish,,,http://www.wikidata.org/entity/Q31487,Kraków,50.061388888,19.937222222,http://www.wikidata.org/entity/Q665446,Measure for Measure
http://www.wikidata.org/entity/Q105943659,"Tragiczna historia Hamleta, księcia Danii",edition_or_translation_of,1978-01-01T00:00:00Z,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q36,Poland,http://www.wikidata.org/entity/Q31487,Kraków,50.061388888,19.937222222,http://www.wikidata.org/entity/Q41567,Hamlet
http://www.wikidata.org/entity/Q105943584,Hamlet królewic duński,edition_or_translation_of,1894-01-01T00:00:00Z,http://www.wikidata.org/entity/Q809,Polish,,,http://www.wikidata.org/entity/Q31487,Kraków,50.061388888,19.937222222,http://www.wikidata.org/entity/Q41567,Hamlet
http://www.wikidata.org/entity/Q105943587,Hamlet królewicz duński,edition_or_translation_of,1902-01-01T00:00:00Z,http://www.wikidata.org/entity/Q809,Polish,,,http://www.wikidata.org/entity/Q465104,Brody,50.078055555,25.154166666,http://www.wikidata.org/entity/Q41567,Hamlet
http://www.wikidata.org/entity/Q105943625,Hamlet : tragedya w 5 aktach,edition_or_translation_of,1951-01-01T00:00:00Z,http://www.wikidata.org/entity/Q809,Polish,http://www.wikidata.org/entity/Q36,Poland,http://www.wikidata.org/entity/Q270,Warsaw,52.23,21.011111111,http://www.wikidata.org/entity/Q41567,Hamlet
http://www.wikidata.org/entity/Q105943671,Hamlet,edition_or_translation_of,1980-01-01T00:00:00Z,http://www.wikidata.org/entity/Q809,Polish,http://www.wikidata.org/entity/Q36,Poland,http://www.wikidata.org/entity/Q270,Warsaw,52.23,21.011111111,http://www.wikidata.org/entity/Q41567,Hamlet
http://www.wikidata.org/entity/Q106956763,Figle kobiet,edition_or_translation_of,1895-01-01T00:00:00Z,http://www.wikidata.org/entity/Q809,Polish,,,http://www.wikidata.org/entity/Q31487,Kraków,50.061388888,19.937222222,http://www.wikidata.org/entity/Q844836,The Merry Wives of Windsor
http://www.wikidata.org/entity/Q105943645,"Hamlet, królewicz duński",edition_or_translation_of,1965-01-01T00:00:00Z,http://www.wikidata.org/entity/Q809,Polish,http://www.wikidata.org/entity/Q36,Poland,http://www.wikidata.org/entity/Q270,Warsaw,52.23,21.011111111,http://www.wikidata.org/entity/Q41567,Hamlet
http://www.wikidata.org/entity/Q105943652,Hamlet,edition_or_translation_of,1974-01-01T00:00:00Z,http://www.wikidata.org/entity/Q809,Polish,http://www.wikidata.org/entity/Q36,Poland,http://www.wikidata.org/entity/Q270,Warsaw,52.23,21.011111111,http://www.wikidata.org/entity/Q41567,Hamlet
http://www.wikidata.org/entity/Q105943599,Hamlet królewicz duński,edition_or_translation_of,1920-01-01T00:00:00Z,http://www.wikidata.org/entity/Q809,Polish,http://www.wikidata.org/entity/Q36,Poland,http://www.wikidata.org/entity/Q36036,Lviv,49.8425,24.032222222,http://www.wikidata.org/entity/Q41567,Hamlet
http://www.wikidata.org/entity/Q107208490,Antoniusz i Kleopatra,edition_or_translation_of,1895-01-01T00:00:00Z,http://www.wikidata.org/entity/Q809,Polish,,,http://www.wikidata.org/entity/Q31487,Kraków,50.061388888,19.937222222,http://www.wikidata.org/entity/Q606830,Antony and Cleopatra
http://www.wikidata.org/entity/Q105943621,Hamlet : tragedya w 5 aktach,edition_or_translation_of,1913-01-01T00:00:00Z,http://www.wikidata.org/entity/Q809,Polish,http://www.wikidata.org/entity/Q36,Poland,http://www.wikidata.org/entity/Q270,Warsaw,52.23,21.011111111,http://www.wikidata.org/entity/Q41567,Hamlet
http://www.wikidata.org/entity/Q105943636,"Hamlet, królewicz duński",edition_or_translation_of,1961-01-01T00:00:00Z,http://www.wikidata.org/entity/Q809,Polish,http://www.wikidata.org/entity/Q36,Poland,http://www.wikidata.org/entity/Q270,Warsaw,52.23,21.011111111,http://www.wikidata.org/entity/Q41567,Hamlet
http://www.wikidata.org/entity/Q105943603,Hamlet,edition_or_translation_of,1953-01-01T00:00:00Z,http://www.wikidata.org/entity/Q809,Polish,,,http://www.wikidata.org/entity/Q1799,Wrocław,51.11,17.0325,http://www.wikidata.org/entity/Q41567,Hamlet
http://www.wikidata.org/entity/Q19587963,Edward III,edition_or_translation_of,1596-01-01T00:00:00Z,http://www.wikidata.org/entity/Q1860,English,,,http://www.wikidata.org/entity/Q84,London,51.507222222,-0.1275,http://www.wikidata.org/entity/Q1232635,Edward III
http://www.wikidata.org/entity/Q105943675,"Hamlet, książę Danii",edition_or_translation_of,1990-01-01T00:00:00Z,http://www.wikidata.org/entity/Q809,Polish,http://www.wikidata.org/entity/Q36,Poland,http://www.wikidata.org/entity/Q268,Poznań,52.408333333,16.933611111,http://www.wikidata.org/entity/Q41567,Hamlet
http://www.wikidata.org/entity/Q105943594,Hamlet,edition_or_translation_of,1912-01-01T00:00:00Z,http://www.wikidata.org/entity/Q809,Polish,,,http://www.wikidata.org/entity/Q270,Warsaw,52.23,21.011111111,http://www.wikidata.org/entity/Q41567,Hamlet
http://www.wikidata.org/entity/Q107248782,La Tempête,edition_or_translation_of,1864-01-01T00:00:00Z,http://www.wikidata.org/entity/Q150,French,,,http://www.wikidata.org/entity/Q90,Paris,48.856666666,2.352222222,http://www.wikidata.org/entity/Q86440,The Tempest
http://www.wikidata.org/entity/Q105943624,Hamlet,edition_or_translation_of,1922-01-01T00:00:00Z,http://www.wikidata.org/entity/Q809,Polish,http://www.wikidata.org/entity/Q36,Poland,http://www.wikidata.org/entity/Q31487,Kraków,50.061388888,19.937222222,http://www.wikidata.org/entity/Q41567,Hamlet
http://www.wikidata.org/entity/Q105943609,Hamlet krolewicz dunski,edition_or_translation_of,1805-01-01T00:00:00Z,http://www.wikidata.org/entity/Q809,Polish,,,http://www.wikidata.org/entity/Q2089710,"Mynkivtsi, Dunaivtsi Raion",48.853888888,27.1075,http://www.wikidata.org/entity/Q41567,Hamlet
http://www.wikidata.org/entity/Q105943640,Hamlet,edition_or_translation_of,1964-01-01T00:00:00Z,http://www.wikidata.org/entity/Q809,Polish,http://www.wikidata.org/entity/Q36,Poland,http://www.wikidata.org/entity/Q270,Warsaw,52.23,21.011111111,http://www.wikidata.org/entity/Q41567,Hamlet
http://www.wikidata.org/entity/Q105943637,Hamlet,edition_or_translation_of,1963-01-01T00:00:00Z,http://www.wikidata.org/entity/Q809,Polish,http://www.wikidata.org/entity/Q36,Poland,http://www.wikidata.org/entity/Q1799,Wrocław,51.11,17.0325,http://www.wikidata.org/entity/Q41567,Hamlet
http://www.wikidata.org/entity/Q105943650,Hamlet,edition_or_translation_of,1975-01-01T00:00:00Z,http://www.wikidata.org/entity/Q809,Polish,http://www.wikidata.org/entity/Q36,Poland,http://www.wikidata.org/entity/Q31487,Kraków,50.061388888,19.937222222,http://www.wikidata.org/entity/Q41567,Hamlet
http://www.wikidata.org/entity/Q105943606,Hamlet,edition_or_translation_of,1966-01-01T00:00:00Z,http://www.wikidata.org/entity/Q809,Polish,,,http://www.wikidata.org/entity/Q1799,Wrocław,51.11,17.0325,http://www.wikidata.org/entity/Q41567,Hamlet
http://www.wikidata.org/entity/Q106230838,Król Henryk VI. Część III,edition_or_translation_of,1895-01-01T00:00:00Z,http://www.wikidata.org/entity/Q809,Polish,,,http://www.wikidata.org/entity/Q31487,Kraków,50.061388888,19.937222222,http://www.wikidata.org/entity/Q1241754,"Henry VI, Part 3"
http://www.wikidata.org/entity/Q107248738,La Tempête,edition_or_translation_of,1842-01-01T00:00:00Z,http://www.wikidata.org/entity/Q150,French,,,http://www.wikidata.org/entity/Q90,Paris,48.856666666,2.352222222,http://www.wikidata.org/entity/Q86440,The Tempest
http://www.wikidata.org/entity/Q105943659,"Tragiczna historia Hamleta, księcia Danii",edition_or_translation_of,1978-01-01T00:00:00Z,http://www.wikidata.org/entity/Q809,Polish,http://www.wikidata.org/entity/Q36,Poland,http://www.wikidata.org/entity/Q31487,Kraków,50.061388888,19.937222222,http://www.wikidata.org/entity/Q41567,Hamlet
http://www.wikidata.org/entity/Q18746290,La tempesta,edition_or_translation_of,1869-01-01T00:00:00Z,http://www.wikidata.org/entity/Q652,Italian,,,http://www.wikidata.org/entity/Q2044,Florence,43.771388888,11.254166666,http://www.wikidata.org/entity/Q86440,The Tempest
http://www.wikidata.org/entity/Q105943677,"Hamlet, książę Danii",edition_or_translation_of,1995-01-01T00:00:00Z,http://www.wikidata.org/entity/Q809,Polish,http://www.wikidata.org/entity/Q36,Poland,http://www.wikidata.org/entity/Q268,Poznań,52.408333333,16.933611111,http://www.wikidata.org/entity/Q41567,Hamlet
http://www.wikidata.org/entity/Q105943651,"Hamlet, królewicz duński",edition_or_translation_of,1976-01-01T00:00:00Z,http://www.wikidata.org/entity/Q809,Polish,http://www.wikidata.org/entity/Q36,Poland,http://www.wikidata.org/entity/Q270,Warsaw,52.23,21.011111111,http://www.wikidata.org/entity/Q41567,Hamlet
http://www.wikidata.org/entity/Q105943655,Hamlet,edition_or_translation_of,1973-01-01T00:00:00Z,http://www.wikidata.org/entity/Q809,Polish,http://www.wikidata.org/entity/Q36,Poland,http://www.wikidata.org/entity/Q270,Warsaw,52.23,21.011111111,http://www.wikidata.org/entity/Q41567,Hamlet
http://www.wikidata.org/entity/Q107249093,Wiele hałasu o nic,edition_or_translation_of,1895-01-01T00:00:00Z,http://www.wikidata.org/entity/Q809,Polish,,,http://www.wikidata.org/entity/Q31487,Kraków,50.061388888,19.937222222,http://www.wikidata.org/entity/Q130851,Much Ado About Nothing
http://www.wikidata.org/entity/Q17739254,Amleto,edition_or_translation_of,1901-01-01T00:00:00Z,http://www.wikidata.org/entity/Q652,Italian,,,http://www.wikidata.org/entity/Q490,Milan,45.466944444,9.19,http://www.wikidata.org/entity/Q41567,Hamlet
http://www.wikidata.org/entity/Q105943680,Hamlet,edition_or_translation_of,1997-01-01T00:00:00Z,http://www.wikidata.org/entity/Q809,Polish,http://www.wikidata.org/entity/Q36,Poland,http://www.wikidata.org/entity/Q31487,Kraków,50.061388888,19.937222222,http://www.wikidata.org/entity/Q41567,Hamlet
http://www.wikidata.org/entity/Q105943686,"Hamlet, królewicz duński",edition_or_translation_of,1994-01-01T00:00:00Z,http://www.wikidata.org/entity/Q809,Polish,http://www.wikidata.org/entity/Q36,Poland,http://www.wikidata.org/entity/Q270,Warsaw,52.23,21.011111111,http://www.wikidata.org/entity/Q41567,Hamlet
http://www.wikidata.org/entity/Q105943610,Hamlet,edition_or_translation_of,1870-01-01T00:00:00Z,http://www.wikidata.org/entity/Q809,Polish,,,http://www.wikidata.org/entity/Q36036,Lviv,49.8425,24.032222222,http://www.wikidata.org/entity/Q41567,Hamlet
http://www.wikidata.org/entity/Q107024655,Q107024655,edition_or_translation_of,1895-01-01T00:00:00Z,http://www.wikidata.org/entity/Q809,Polish,,,http://www.wikidata.org/entity/Q31487,Kraków,50.061388888,19.937222222,http://www.wikidata.org/entity/Q206400,The Merchant of Venice
http://www.wikidata.org/entity/Q106716204,Tymon Ateńczyk,edition_or_translation_of,1895-01-01T00:00:00Z,http://www.wikidata.org/entity/Q809,Polish,,,http://www.wikidata.org/entity/Q31487,Kraków,50.061388888,19.937222222,http://www.wikidata.org/entity/Q284641,Timon of Athens
http://www.wikidata.org/entity/Q107277747,"Wieczór Trzech Króli, lub co chcecie",edition_or_translation_of,1895-01-01T00:00:00Z,http://www.wikidata.org/entity/Q809,Polish,,,http://www.wikidata.org/entity/Q31487,Kraków,50.061388888,19.937222222,http://www.wikidata.org/entity/Q221211,Twelfth Night
http://www.wikidata.org/entity/Q105943631,Hamlet,edition_or_translation_of,1958-01-01T00:00:00Z,http://www.wikidata.org/entity/Q809,Polish,http://www.wikidata.org/entity/Q36,Poland,http://www.wikidata.org/entity/Q270,Warsaw,52.23,21.011111111,http://www.wikidata.org/entity/Q41567,Hamlet
http://www.wikidata.org/entity/Q105943630,Hamlet królewicz duński,edition_or_translation_of,1957-01-01T00:00:00Z,http://www.wikidata.org/entity/Q809,Polish,http://www.wikidata.org/entity/Q36,Poland,http://www.wikidata.org/entity/Q270,Warsaw,52.23,21.011111111,http://www.wikidata.org/entity/Q41567,Hamlet
http://www.wikidata.org/entity/Q105943649,"Hamlet, królewicz duński",edition_or_translation_of,1973-01-01T00:00:00Z,http://www.wikidata.org/entity/Q809,Polish,http://www.wikidata.org/entity/Q36,Poland,http://www.wikidata.org/entity/Q270,Warsaw,52.23,21.011111111,http://www.wikidata.org/entity/Q41567,Hamlet
http://www.wikidata.org/entity/Q105943648,"Hamlet, królewicz duński",edition_or_translation_of,1970-01-01T00:00:00Z,http://www.wikidata.org/entity/Q809,Polish,http://www.wikidata.org/entity/Q36,Poland,http://www.wikidata.org/entity/Q270,Warsaw,52.23,21.011111111,http://www.wikidata.org/entity/Q41567,Hamlet
http://www.wikidata.org/entity/Q17320697,La Tempesta - Commedia in 5 atti,edition_or_translation_of,1911-01-01T00:00:00Z,http://www.wikidata.org/entity/Q652,Italian,,,http://www.wikidata.org/entity/Q490,Milan,45.466944444,9.19,http://www.wikidata.org/entity/Q86440,The Tempest
http://www.wikidata.org/entity/Q107249050,Burza,edition_or_translation_of,1895-01-01T00:00:00Z,http://www.wikidata.org/entity/Q809,Polish,,,http://www.wikidata.org/entity/Q31487,Kraków,50.061388888,19.937222222,http://www.wikidata.org/entity/Q86440,The Tempest
http://www.wikidata.org/entity/Q106956591,Ugłaskanie sekutnicy,edition_or_translation_of,1895-01-01T00:00:00Z,http://www.wikidata.org/entity/Q809,Polish,,,http://www.wikidata.org/entity/Q31487,Kraków,50.061388888,19.937222222,http://www.wikidata.org/entity/Q332387,The Taming of the Shrew
http://www.wikidata.org/entity/Q105943577,Hamlet,edition_or_translation_of,1997-01-01T00:00:00Z,http://www.wikidata.org/entity/Q809,Polish,http://www.wikidata.org/entity/Q36,Poland,http://www.wikidata.org/entity/Q31487,Kraków,50.061388888,19.937222222,http://www.wikidata.org/entity/Q41567,Hamlet
http://www.wikidata.org/entity/Q105943605,Hamlet,edition_or_translation_of,1960-01-01T00:00:00Z,http://www.wikidata.org/entity/Q809,Polish,,,http://www.wikidata.org/entity/Q31487,Kraków,50.061388888,19.937222222,http://www.wikidata.org/entity/Q41567,Hamlet
http://www.wikidata.org/entity/Q106361121,Król Ryszard III,edition_or_translation_of,1924-01-01T00:00:00Z,http://www.wikidata.org/entity/Q809,Polish,,,http://www.wikidata.org/entity/Q623594,Zolochiv,49.807490888,24.903061305,http://www.wikidata.org/entity/Q652011,Richard III
http://www.wikidata.org/entity/Q105943608,Hamlet,edition_or_translation_of,1971-01-01T00:00:00Z,http://www.wikidata.org/entity/Q809,Polish,,,http://www.wikidata.org/entity/Q31487,Kraków,50.061388888,19.937222222,http://www.wikidata.org/entity/Q41567,Hamlet
http://www.wikidata.org/entity/Q19195455,Q19195455,edition_or_translation_of,1862-01-01T00:00:00Z,http://www.wikidata.org/entity/Q150,French,,,http://www.wikidata.org/entity/Q90,Paris,48.856666666,2.352222222,http://www.wikidata.org/entity/Q221211,Twelfth Night
http://www.wikidata.org/entity/Q105943676,"Hamlet, książę Danii",edition_or_translation_of,1994-01-01T00:00:00Z,http://www.wikidata.org/entity/Q809,Polish,http://www.wikidata.org/entity/Q36,Poland,http://www.wikidata.org/entity/Q268,Poznań,52.408333333,16.933611111,http://www.wikidata.org/entity/Q41567,Hamlet
http://www.wikidata.org/entity/Q106568061,Amor vincit omnia,edition_or_translation_of,1774-01-01T00:00:00Z,http://www.wikidata.org/entity/Q188,German,,,http://www.wikidata.org/entity/Q2079,Leipzig,51.3406321,12.3747329,http://www.wikidata.org/entity/Q128610,Love's Labour's Lost
http://www.wikidata.org/entity/Q107208547,Koryolan,edition_or_translation_of,1895-01-01T00:00:00Z,http://www.wikidata.org/entity/Q809,Polish,,,http://www.wikidata.org/entity/Q31487,Kraków,50.061388888,19.937222222,http://www.wikidata.org/entity/Q463126,Coriolanus
http://www.wikidata.org/entity/Q22320838,"Lear, rey & mendigo",edition_or_translation_of,2004-01-01T00:00:00Z,http://www.wikidata.org/entity/Q1321,Spanish,http://www.wikidata.org/entity/Q298,Chile,http://www.wikidata.org/entity/Q2887,Santiago,-33.4375,-70.65,http://www.wikidata.org/entity/Q181598,King Lear
http://www.wikidata.org/entity/Q105943672,"Hamlet, królewicz duński",edition_or_translation_of,1986-01-01T00:00:00Z,http://www.wikidata.org/entity/Q809,Polish,http://www.wikidata.org/entity/Q36,Poland,http://www.wikidata.org/entity/Q270,Warsaw,52.23,21.011111111,http://www.wikidata.org/entity/Q41567,Hamlet
http://www.wikidata.org/entity/Q105714066,El marxant de Venècia,edition_or_translation_of,1924-01-01T00:00:00Z,http://www.wikidata.org/entity/Q7026,Catalan,,,http://www.wikidata.org/entity/Q1492,Barcelona,41.3825,2.176944444,http://www.wikidata.org/entity/Q206400,The Merchant of Venice
http://www.wikidata.org/entity/Q19101009,The Tragedy of Romeo and Juliet,edition_or_translation_of,1900-01-01T00:00:00Z,http://www.wikidata.org/entity/Q1860,English,,,http://www.wikidata.org/entity/Q84,London,51.507222222,-0.1275,http://www.wikidata.org/entity/Q83186,Romeo and Juliet
http://www.wikidata.org/entity/Q105943601,Hamlet,edition_or_translation_of,1951-01-01T00:00:00Z,http://www.wikidata.org/entity/Q809,Polish,http://www.wikidata.org/entity/Q36,Poland,http://www.wikidata.org/entity/Q270,Warsaw,52.23,21.011111111,http://www.wikidata.org/entity/Q41567,Hamlet
http://www.wikidata.org/entity/Q105943629,Hamlet,edition_or_translation_of,1955-01-01T00:00:00Z,http://www.wikidata.org/entity/Q809,Polish,,,http://www.wikidata.org/entity/Q270,Warsaw,52.23,21.011111111,http://www.wikidata.org/entity/Q41567,Hamlet
http://www.wikidata.org/entity/Q107249218,Beaucoup de bruit pour rien,edition_or_translation_of,1868-01-01T00:00:00Z,http://www.wikidata.org/entity/Q150,French,,,http://www.wikidata.org/entity/Q90,Paris,48.856666666,2.352222222,http://www.wikidata.org/entity/Q130851,Much Ado About Nothing
http://www.wikidata.org/entity/Q106454711,Król Henryk VIII,edition_or_translation_of,1895-01-01T00:00:00Z,http://www.wikidata.org/entity/Q809,Polish,,,http://www.wikidata.org/entity/Q31487,Kraków,50.061388888,19.937222222,http://www.wikidata.org/entity/Q672059,Henry VIII
http://www.wikidata.org/entity/Q105943604,Hamlet,edition_or_translation_of,1955-01-01T00:00:00Z,http://www.wikidata.org/entity/Q809,Polish,,,http://www.wikidata.org/entity/Q1799,Wrocław,51.11,17.0325,http://www.wikidata.org/entity/Q41567,Hamlet
http://www.wikidata.org/entity/Q105943661,Tragiczna historia Hamleta księcia Danii,edition_or_translation_of,1982-01-01T00:00:00Z,http://www.wikidata.org/entity/Q809,Polish,http://www.wikidata.org/entity/Q36,Poland,http://www.wikidata.org/entity/Q31487,Kraków,50.061388888,19.937222222,http://www.wikidata.org/entity/Q41567,Hamlet
http://www.wikidata.org/entity/Q105943578,Hamlet,edition_or_translation_of,1857-01-01T00:00:00Z,http://www.wikidata.org/entity/Q809,Polish,,,http://www.wikidata.org/entity/Q270,Warsaw,52.23,21.011111111,http://www.wikidata.org/entity/Q41567,Hamlet
http://www.wikidata.org/entity/Q105943611,Hamlet,edition_or_translation_of,1890-01-01T00:00:00Z,http://www.wikidata.org/entity/Q809,Polish,,,http://www.wikidata.org/entity/Q36036,Lviv,49.8425,24.032222222,http://www.wikidata.org/entity/Q41567,Hamlet
http://www.wikidata.org/entity/Q107215131,Comme il vous plaira,edition_or_translation_of,1872-01-01T00:00:00Z,http://www.wikidata.org/entity/Q150,French,,,http://www.wikidata.org/entity/Q90,Paris,48.856666666,2.352222222,http://www.wikidata.org/entity/Q237572,As You Like It
http://www.wikidata.org/entity/Q107248651,La Tempête,edition_or_translation_of,1865-01-01T00:00:00Z,http://www.wikidata.org/entity/Q150,French,,,http://www.wikidata.org/entity/Q90,Paris,48.856666666,2.352222222,http://www.wikidata.org/entity/Q86440,The Tempest
http://www.wikidata.org/entity/Q107277795,La dodicesima notte o quel che vorrete,edition_or_translation_of,1859-01-01T00:00:00Z,http://www.wikidata.org/entity/Q652,Italian,,,http://www.wikidata.org/entity/Q495,Turin,45.079166666,7.676111111,http://www.wikidata.org/entity/Q221211,Twelfth Night
http://www.wikidata.org/entity/Q106361062,Król Ryszard III,edition_or_translation_of,1895-01-01T00:00:00Z,http://www.wikidata.org/entity/Q809,Polish,,,http://www.wikidata.org/entity/Q31487,Kraków,50.061388888,19.937222222,http://www.wikidata.org/entity/Q652011,Richard III
http://www.wikidata.org/entity/Q105943594,Hamlet,edition_or_translation_of,1912-01-01T00:00:00Z,http://www.wikidata.org/entity/Q809,Polish,,,http://www.wikidata.org/entity/Q31487,Kraków,50.061388888,19.937222222,http://www.wikidata.org/entity/Q41567,Hamlet
http://www.wikidata.org/entity/Q19113033,The Tragedy of Julius Caesar,edition_or_translation_of,1908-01-01T00:00:00Z,http://www.wikidata.org/entity/Q1860,English,,,http://www.wikidata.org/entity/Q92561,London,42.9837,-81.2497,http://www.wikidata.org/entity/Q215750,Julius Caesar
http://www.wikidata.org/entity/Q105943646,"Hamlet, książę duński",edition_or_translation_of,1968-01-01T00:00:00Z,http://www.wikidata.org/entity/Q809,Polish,http://www.wikidata.org/entity/Q36,Poland,http://www.wikidata.org/entity/Q270,Warsaw,52.23,21.011111111,http://www.wikidata.org/entity/Q41567,Hamlet
http://www.wikidata.org/entity/Q105943602,Hamlet królewicz duński,edition_or_translation_of,1953-01-01T00:00:00Z,http://www.wikidata.org/entity/Q809,Polish,http://www.wikidata.org/entity/Q36,Poland,http://www.wikidata.org/entity/Q270,Warsaw,52.23,21.011111111,http://www.wikidata.org/entity/Q41567,Hamlet
http://www.wikidata.org/entity/Q105943647,"Hamlet, królewicz duński",edition_or_translation_of,1968-01-01T00:00:00Z,http://www.wikidata.org/entity/Q809,Polish,http://www.wikidata.org/entity/Q36,Poland,http://www.wikidata.org/entity/Q270,Warsaw,52.23,21.011111111,http://www.wikidata.org/entity/Q41567,Hamlet
http://www.wikidata.org/entity/Q105943658,"Hamlet, królewicz duński",edition_or_translation_of,1978-01-01T00:00:00Z,http://www.wikidata.org/entity/Q809,Polish,http://www.wikidata.org/entity/Q36,Poland,http://www.wikidata.org/entity/Q270,Warsaw,52.23,21.011111111,http://www.wikidata.org/entity/Q41567,Hamlet
